30233.7,1497
32614.4,1403
23305.4,1747
40072.8,1397
22224.2,1350
23263.1,1391
27859.4,1400
29385,1390.5
30242.7,1547
36138.8,1462
29364,1427
25428.6,1266
25796.7,1426
74920.2,1309
24315.1,1455.5
21875.6,1323
33697.8,1410
32929.2,1340
31362.1,1245.5
34409.2,1462
32829.6,1206
31267.9,1189
75404.7,1530
42743.8,969
27558.9,1002
14618.4,1276.5
12338.3,1269
12659.4,1260
10747,1504
25807.6,1404
28889.6,1395
34886.9,1441.5
28322.8,1527
28991.1,1366
39420.1,1332
27898.4,1340.5
12114.9,1143
29016,1617
27013.4,1732
49002.8,1434
55607.1,1337
51644.3,1313
42968.5,1636.5
28645.3,1343
36192.6,1479
32268.6,1461
18916.1,2148
19699.8,1675
19051.9,1926
28781.3,1338
39531.9,1442
11700.9,1212
12181.9,1218
42748.4,1562
2497.52,852
2251.78,855
2216.9,807
2187.59,843
37130.6,1440.5
3860.74,585
9669.42,1216.5
9119.31,1224
54005.8,1311
41567,1305
26376.8,1890
31405.8,1787
28378,1481.5
63354.4,1539
34688.9,1410
36354.1,1451
36932.9,1354
43768.7,1689
39509.7,1317
37178.2,1480
29794,1539
33650,1286
33030.3,1386
11130.1,1203
10729.4,1227
9216.38,1197.5
64877.4,1220
15547.3,1269
40979.1,1746
8958.12,1221
51949.9,1445
101129,1376
39422.3,1407
37066.2,1353
42063,1318
41656.8,1346.5
10610,1185
23268.2,1359
5636.96,987
13634.5,1531
18112,1596
26663.3,601
52204.9,1298
38744.2,1733
11219.5,1240.5
13527.6,1288.5
51286.5,1457
4071.35,924
42592.8,1294
31770,1366
41102.4,2127
39146.3,1571
7860.22,795
8874.59,1203
2290.53,852
29952.5,1355
32925.2,1312
37214,1081
51910.7,1396
47465.4,1274.5
46293.3,1447
7451.36,1425
90891.9,1507
74141.2,1368
30684.9,1639
18442.9,1512
88724.4,1413
34171.9,1540
33583.3,1256
37997.5,1367
28248.8,1437
32474.4,1366
11619.5,1254
12157.1,1224
15441.2,1344.5
38482,1476
11554.8,1764
11733.2,1785
11634.5,1763
12591.3,1888
38532.8,1069
42797.2,1317
43013.5,1384
39955,1320
13182.1,1500
46511.6,1717
28643.9,1679
35685.4,1587
14048.6,1323
12115.1,1263
36912.3,1649
18704,1718.5
9220.68,1218
