44794,1489
28639.9,1741
36143.7,1525
33395.7,1503
39022.7,1427
22530,1318.5
22541,1339.5
24540.3,1387
124946,1740
22349.7,1377
19664.4,1509
14674.6,1227
6118.69,933
32863,1333
33900.3,1438
3213.52,768
9655.63,1275
9815.59,1497
15901.2,1272
20550.9,1245
39686.3,1322
1035880,9061.5
2372550,18199
295945,4693
447497,4822
541692,4308
1383960,5927
2299510,17085
2156440,18249.5
2270570,19052.5
166700,2045.5
406468,6079
1105050,14144
1799140,18557
265027,2018
1119150,15566
2926580,20204
1070840,9833
230340,3787.5
230468,3406
250287,3788
927310,14046
1254350,15399
1192740,15292.5
1191240,11991.5
163838,3568.5
317672,3722
866963,9032
374820,3036
414985,3095
471780,2730
2431690,19460
1127620,10037
916388,7588.5
2828030,15442
249185,3676
248654,3965.5
481819,7034
2645160,15568
2724980,15070
521895,5044
93659.1,2075
2836170,15850
1065780,9800
100286,1806
145443,1446
1229090,15013
2914960,18983
974499,12382
1105680,12460
1992660,15262
2004060,14884
2009190,15616.5
232685,3902.5
2410980,18374
2635850,14834
1119680,8913
1132250,10123
2723220,16469
162246,3753
212826,4031
479048,3479
277059,4588
2464370,16751
2848250,21856.5
1119190,13632
1219860,14030
2208410,19329.5
2390870,16626.5
1086570,9886
2789660,21027
2365770,19991
4210110,18359
650478,6886
115227,4187
807712,8014.5
1075930,8796.5
2970120,22057
1107990,12974.5
1769660,15313.5
555045,3513
1091310,12902.5
927657,12298
557736,5500
2399790,13552
1153890,13162
579042,2382
470199,6240
1035180,11213
1371720,13113
3631520,16019
388753,4613
485705,4200
259666,4459.5
2236370,15508.5
395074,4709.5
230993,1973
152712,1982
200468,1590
143726,2163
193826,2168
188374,1348.5
152696,2055
166592,1364
137843,1392
206027,2188.5
235516,1808
165710,2002
279506,3412
2947020,15551.5
1206500,14406
3843980,16513
2026630,14952.5
2391050,17448
2474930,16484.5
2395950,15662.5
2715720,17516
904453,9762.5
1088020,9167
1174810,14279
1171970,13961.5
2641340,17911
1118340,13701
2333890,16483
1141400,10117.5
1021900,10729
3187660,14872.5
1230260,9742
1129690,10243
2490270,22192.5
1065290,13260
3035660,19948
1133550,11616
1178410,14455.5
1150110,12781
831412,8682.5
294466,4003
235376,2484.5
2618200,16948
3037870,22501
852171,7742.5
2478390,15885
1765380,4512
2835250,18700.5
648407,7278
2860590,28730
945878,13319.5
3156900,13868.5
1136240,9781
1828270,20237.5
219501,3968
425495,5618
2429210,16129.5
86806.9,1592
359506,2879
3196740,16627
2946840,20911
3236220,19122
2948700,22817
1145850,12790
3061990,23007
2510590,13718
859842,8852
272661,4084.5
1128340,10158.5
1117370,12257.5
1062960,8943
1087290,8825
2504930,15626
151724,2364
2438800,19282
241190,3417
2287340,15879.5
3598440,22777
257977,4105
2803570,16087
750404,3562
2410880,18461
2107240,15897
2059800,16481
2034580,15039
3061420,16770
295781,3128
244075,2863
356614,2473
239677,3631
847910,8450
1053560,9938
1223860,13170
2962060,21074.5
1242520,10121
636614,5374
2229840,15235
2995890,14094
2338190,20677.5
2400150,16424.5
1203710,15404
620453,10404
2372920,18355.5
927696,8629
1995610,9495
201220,4048.5
4444080,18666
2737460,16375
869818,8176
2519720,17421.5
2615520,16220.5
2589830,17540
3286640,19977.5
3309580,18553
2391080,18827
2696890,8608
278436,3677
227021,4603.5
243890,3420
2948400,19648
1020310,14730.5
110781,1918
1160920,9717.5
2202480,20358
2630540,16480.5
1152960,9986
1138970,10103
2280730,19129
1167320,14036
393471,5244
748923,8442.5
815145,9128
801711,9019
731622,9048
235646,3883
211202,3621
208026,3519
3441240,14608
511738,8200
2798150,17307
1673880,13802.5
1043000,13094.5
1069320,9372
1985980,16741
2198280,15970
830133,8737.5
1216620,16332
1435050,15828.5
2899550,18801
775840,7708.5
2608590,20732
2966890,9347
3174690,18852
375894,7532
1152100,12217
396025,3595
2423160,13003
800492,9876
971189,5740
990915,9190
1225040,17213.5
1036760,13610
2808530,15365.5
1232140,10499.5
391485,4868
3453860,16711
1155540,10132.5
90828.6,2322
1424900,14657
1047060,10845
210265,2704
3103810,18404
63525.4,1084
195088,2918
105632,2652.5
2846580,19074
2551420,13784
1120140,10381
2301380,16120
2172210,15513
287901,3504.5
324120,3714.5
1437530,13940
729664,7406
1052600,14430
706495,7114
206668,1576
119668,1907
22924.6,1750
566567,3738
272133,3037
930508,1897
488954,1903
284129,1964
641356,2070
133064,1954
120405,3062
46159.5,2260.5
530894,3313
301365,2413.5
327830,2824
48826.6,2643.5
374928,3326
195669,3249
1535180,5252
322167,2455
691430,3011
243110,1898.5
214373,2748
978972,3237
761565,2788
318527,3007
1874770,2537
412800,1724
22000.1,1266
21109.3,1257
69711.8,1802
320379,1937
472231,3321
804648,4830
1688470,3266
382778,2785
13204.9,1038
12572.3,1041
521077,2789.5
556481,4738.5
477948,1738
496033,3259
417287,2050
234030,2672.5
227252,2055
508551,2870
350622,3016
212502,1389
275059,3165
405868,2879
823786,3333.5
926426,3247
705934,3305
739150,1940
249930,2512
345994,3391
463638,2991
486197,3543
137684,3855
2067620,2622
490.885,688.5
2178.4,732
1901.94,696
3260.48,723
5440.78,777
3223.88,765
1243.34,781.5
1751.38,738
1639.14,738
1854.2,769.5
1677.45,756
1789.05,729
1804.96,768
3026.64,744
4560.45,747
1694.97,774
2045.44,759
1957.74,750
1976.36,729
1935.21,801
1545.9,810
1590.76,774
2727.26,735
1875.95,739.5
1316.59,753
1314.64,768
1843.27,717
1496.45,816
1669.7,766.5
2009.31,726
2077.57,825
2374.14,768
1356.32,778.5
1546.85,807
1580.35,754.5
1595.99,762
1611.99,765
2833.87,492
1645.26,678
1232.13,690
1620.16,675
5650.37,846
4127.36,903
5095.23,915
6237.58,927
5503.98,852
5227.86,921
3695.37,954
9965.64,915
1759.53,801
1541.97,853.5
1983.97,777
1640.88,801
1838.44,792
1552.78,789
1500.58,789
1742.93,762
1590.79,820.5
1521.04,775.5
1558.1,831
2928.38,831
3222.08,843
2526.59,849
2542.93,837
2216.55,864
1855.56,907.5
1959.99,894
1643.56,795
1588.98,834
3659,912
2289.25,837
4697.34,903
5188.97,981
3405.52,933
3168.28,915
5202.07,837
4000.06,843
4369.83,813
3162.43,834
3076.86,934.5
3520.67,819
4635.11,870
2657.25,963
270.029,906
2918.25,834
2246.82,906
3843,940.5
4636.96,909
3132.31,810
2310.8,795
4486.65,735
1673.28,843
2465.61,783
2190.23,825
1330.22,843
4317.08,780
2003.8,819
2559.54,789
4589.48,744
2987.05,789
2127.05,570
3816.23,864
4628.17,825
3402.09,739.5
7273.3,873
1471.28,726
3513.19,825
1353.45,579
884.232,795
7609.46,867
5032.99,837
3059.87,828
2909.81,792
4751.08,807
4070.19,858
4100.7,900
5409.16,834
5574.86,873
821.93,879
1638.56,861
3210.11,774
3802.65,822
171.5,603
1586.47,822
2217.89,813
3437.91,843
3730.23,828
5029.33,867
3714.27,861
5197.91,858
1733.17,807
12489.4,921
3717.65,783
4901.39,834
4416.6,804
4308.83,879
638.851,840
754.729,877.5
1714.15,861
5080.32,822
4848.75,853.5
4501.45,808.5
2694.14,828
1846.26,792
2582.89,819
5118.88,846
4703.37,864
4092.85,681
6316.98,858
3419.05,825
4831.76,810
5127.03,849
1739.49,858
4002.35,759
4135.3,816
4700.48,780
1072.95,882
1173.79,900
2628.38,823.5
2131.91,879
3072.38,864
1048.27,870
3030.37,832.5
5460.09,921
6006.6,933
5529.3,999
9755.69,930
6196.2,939
3884.38,948
3750.77,900
5957.61,921
7417.67,906
2664.1,883.5
8220.86,879
2476.67,780
4001,951
4721.58,780
2586.44,882
905.471,865.5
1521.21,753
2843.2,810
3055.58,930
2472.64,933
4409.3,798
3956.09,861
992.695,862.5
2889.32,861
907.293,909
3782.8,906
2800.56,855
1848.47,888
1980.59,879
1999.65,885
2160.7,913.5
9376.07,840
1931.06,954
4123.18,867
4830.18,880.5
4956.67,840
5420.91,849
5575.52,843
5043.17,858
5183.33,858
2272.49,879
5231.76,849
1469.72,733.5
3532.38,898.5
2920.74,891
5723.3,901.5
5258.54,942
1641.88,717
2696.25,771
8272.25,732
9059.19,774
8361.6,735
3781.01,699
3163.38,810
5544.99,786
7804.27,807
6689.4,807
3721.67,816
2338.64,768
2439.29,813
2269.17,843
3260.4,883.5
3284.16,795
4044.78,816
3981.67,786
3611.9,837
3008.58,783
3075.41,834
4817.46,756
1842.24,831
3592.12,867
2709.8,744
3841.73,759
580.076,864
727.289,876
1496.99,840
601.943,747
1123.32,840
723.97,682.5
1878.74,816
1634.38,822
2322.22,840
1764.05,829.5
2169.55,918
1915.24,819
2016.66,849
1948.94,885
2166.38,897
1884.56,858
1851.62,858
1859.58,858
2169.86,897
2039.94,867
2302.13,864
2244.79,897
2975.95,885
1809.82,858
2165.17,891
2014.91,907.5
2187.61,903
2053.1,906
2169.17,879
