7.480491299,55.95775008,3.1752218
7.513409393,56.45132071,3.147057671
7.367456561,54.27941618,3.242292905
7.602849689,57.80332339,3.145196406
7.346826137,53.97585428,3.130333768
7.366667588,54.26779135,3.14332713
7.444971759,55.42760449,3.146128036
7.468125695,55.7729014,3.143170993
7.480620561,55.95968398,3.189490314
7.557973728,57.12296687,3.164947373
7.467815215,55.76826409,3.154423973
7.40532245,54.83880059,3.102433706
7.411564153,54.9312832,3.154119526
7.874598928,62.00930828,3.116939647
7.38587606,54.55116517,3.16301221
7.339959974,53.87501241,3.121559844
7.527601548,56.66478507,3.149219113
7.51758118,56.5140268,3.127104798
7.496405135,56.19608995,3.095343732
7.536674576,56.80146366,3.164947373
7.516265591,56.49424844,3.081347308
7.495098714,56.17650474,3.075181855
7.877398416,62.05340581,3.184691431
7.630873129,58.23022471,2.986323777
7.440261879,55.35749683,3.000867722
7.164899841,51.33578973,3.106020819
7.091255326,50.28590209,3.103461622
7.102413123,50.44427216,3.100370545
7.031287249,49.43900038,3.177247836
7.411747619,54.93400277,3.147367108
7.460741529,55.66266416,3.144574208
7.54266238,56.89175578,3.158814647
7.452136186,55.53433373,3.183839037
7.462264694,55.68539436,3.135450699
7.595717722,57.69492771,3.124504225
7.445579297,55.43665106,3.127266818
7.083319834,50.17341987,3.05804623
7.462637543,55.69095909,3.20871002
7.431579249,55.22837014,3.238547888
7.690220896,59.13949743,3.156549151
7.745130247,59.98704254,3.126131407
7.713022395,59.49071447,3.118264726
7.633150193,58.26498187,3.21391601
7.457053375,55.60764504,3.128076013
7.558619783,57.13273302,3.169968174
7.508780124,56.38177894,3.164650216
7.276831601,52.95227815,3.332034277
7.294461817,53.2091732,3.224014811
7.279938293,52.99750155,3.284656283
7.459110406,55.63832805,3.126456113
7.596947688,57.71361418,3.15896526
7.068219268,49.95972362,3.08350262
7.08571503,50.20735749,3.085647288
7.630919864,58.23093798,3.19368103
6.397508975,40.92812108,2.930439595
6.352525957,40.35458604,2.931966115
6.345746103,40.26849361,2.906873535
6.339965929,40.19516799,2.925827575
7.569731967,57.30084205,3.158513263
6.586670555,43.384229,2.767155866
6.985400425,48.79581909,3.085112113
6.959961979,48.44107075,3.087781418
7.732440404,59.7906346,3.117602692
7.618748681,58.04533147,3.115610512
7.421222106,55.07453755,3.276461804
7.497009861,56.20515685,3.252124553
7.452981784,55.54693748,3.170701656
7.801776782,60.86772096,3.18723862
7.540190528,56.8544732,3.149219113
7.560553398,57.16196768,3.161667412
7.56741341,57.26574572,3.131618664
7.641163648,58.38738189,3.22762965
7.596703732,57.70990759,3.119585775
7.570288359,57.30926584,3.170261715
7.474128813,55.86260152,3.18723862
7.526985069,56.65550422,3.109240969
7.518912518,56.53404546,3.14176323
7.046499066,49.65314909,3.080265627
7.030575436,49.42899097,3.088844563
6.964560373,48.50510119,3.078275522
7.812093437,61.02880387,3.086359831
7.191654979,51.71990133,3.103461622
7.612562416,57.95110654,3.242044239
6.952216876,48.33331949,3.086715664
7.715584716,59.53024751,3.159867847
8.004875713,64.07803518,3.138618434
7.595741959,57.6952959,3.148294097
7.568978065,57.28942894,3.131297797
7.623900244,58.12385493,3.11991541
7.619685905,58.05961329,3.129206358
7.025715384,49.36067666,3.07371835
7.366762788,54.26919398,3.133219457
6.751044953,45.57660796,2.994317153
7.134639216,50.90307675,3.184975191
7.25796641,52.6780764,3.203032887
7.425913899,55.14419724,2.778874472
7.717711268,59.56306722,3.113274692
7.588206698,57.58088089,3.238798563
7.049973503,49.70212639,3.093596769
7.131220753,50.85430943,3.110084423
7.710003062,59.44414722,3.163459552
6.609738439,43.68864223,2.965671971
7.629336191,58.20677072,3.111934276
7.502017215,56.28026229,3.135450699
7.613867181,57.97097346,3.32776749
7.59269072,57.64895237,3.196176185
6.895434702,47.54701973,2.900367129
6.948148298,48.27676477,3.080265627
6.359935984,40.44878572,2.930439595
7.476433077,55.89705155,3.131939295
7.517528422,56.51323357,3.117933835
7.570706353,57.31559469,3.033825694
7.715256885,59.52518881,3.144885418
7.676377145,58.92676607,3.10533984
7.66551814,58.76016836,3.160468531
6.872235546,47.2276214,3.153814864
7.958525182,63.33812307,3.178113252
7.870059611,61.93783828,3.136086097
7.486924712,56.05404165,3.214578954
7.265829211,52.79227413,3.179551791
7.948043071,63.17138866,3.150142162
7.533669127,56.75617051,3.187520721
7.526123369,56.64253297,3.098989639
7.579755024,57.45268622,3.135768515
7.451000004,55.51740106,3.157456768
7.511541136,56.42325023,3.135450699
7.06518744,49.91687357,3.098297536
7.084829989,50.19481597,3.087781418
7.188681048,51.67713521,3.128560807
7.585257635,57.53613339,3.169086357
7.062762433,49.88261318,3.246498581
7.069416474,49.97664928,3.25163822
7.065747724,49.9247909,3.246252312
7.100070572,50.41100212,3.27600199
7.585830568,57.54482541,3.028977705
7.631415356,58.23850034,3.119585775
7.633604782,58.27192197,3.14113609
7.601571135,57.78388372,3.120573931
7.119984602,50.69418073,3.176091259
7.66756128,58.79149598,3.234770295
7.457032149,55.60732847,3.225050696
7.552490569,57.0401138,3.200576927
7.147633047,51.08865818,3.121559844
7.083327003,50.17352143,3.101403351
7.567171107,57.26207856,3.217220656
7.271934494,52.88103128,3.235149536
6.96476295,48.50792295,3.085647288
7.651219846,58.54116513,3.172894698
7.456971497,55.60642391,3.240798771
7.558032609,57.12385692,3.183269844
7.523690551,56.60591951,3.176958981
7.591317315,57.62809858,3.154423973
7.352761192,54.06309714,3.120080134
7.352973179,54.06621457,3.126942718
7.389879868,54.61032446,3.142076461
8.096722357,65.55691293,3.240549248
7.349271698,54.01179449,3.13893394
7.2936807,53.19777815,3.17868924
7.166566272,51.35967213,3.088844563
6.78665845,46.05873292,2.969881644
7.516707207,56.50088723,3.124830149
7.530203542,56.70396538,3.157758886
6.506981007,42.34080183,2.88536122
6.984780615,48.78716025,3.105510185
6.991916409,48.88689508,3.1752218
7.2014299,51.8605926,3.104487111
7.312830846,53.47749498,3.095169351
7.598640611,57.73933914,3.121231455
9.015309448,81.27580445,3.957200095
9.375215374,87.8946633,4.260047525
8.471211007,71.76141592,3.671450554
8.650790128,74.83616984,3.683227206
8.733752422,76.27843136,3.634275695
9.141123538,83.56013954,3.772834927
9.361635303,87.64021554,4.232614983
9.333737379,87.11865346,4.26125097
9.356134895,87.53726018,4.27995197
8.2219356,67.60022501,3.310799484
8.609026361,74.11533488,3.783832143
9.043381929,81.78275671,4.150572248
9.255064959,85.6562274,4.268507768
8.423290121,70.95181646,3.304921162
9.048888299,81.88237945,4.192177026
9.4663604,89.61197923,4.30543736
9.029724585,81.53592609,3.992686039
8.362369363,69.92922135,3.578352642
8.362610633,69.9332566,3.532244644
8.398438293,70.53376576,3.57840997
8.967224943,80.41112318,4.147552664
9.098418734,82.78122346,4.187492519
9.076545784,82.38368337,4.184478489
9.075999268,82.37376271,4.078873512
8.214414638,67.47660784,3.552485701
8.501978937,72.28364585,3.570776369
8.938000563,79.88785407,3.955783929
8.573822756,73.51043666,3.482301767
8.618032399,74.27048243,3.490660653
8.673739526,75.23375737,3.436162647
9.385908209,88.0952729,4.289142836
9.05216277,81.94165082,4.001603924
8.962079394,80.31886706,3.880155938
9.451484012,89.33055003,4.188703548
8.396521896,70.50157995,3.565375503
8.39559545,70.48602296,3.598297954
8.682883922,75.3924732,3.847202364
9.422451947,88.78260069,4.192232823
9.435363319,89.02608096,4.178113252
8.717583136,75.99625574,3.702775078
7.97154998,63.54560909,3.317018101
9.452732259,89.35414716,4.200029267
9.027667566,81.49878169,3.991226076
8.001240309,64.01984649,3.256717746
8.162692824,66.62955414,3.160168293
9.089583685,82.62053157,4.176467485
9.4646326,89.57927025,4.278364848
8.988781398,80.79819102,4.0927908
9.043629454,81.7872337,4.095518042
9.299433203,86.4794579,4.183611449
9.30191072,86.52554304,4.172719661
9.303021008,86.54619987,4.193583706
8.366768387,70.00281325,3.591342912
9.382193608,88.02555689,4.264203712
9.420920692,88.75374668,4.171258275
9.049093921,81.88610079,3.950023907
9.053942329,81.9738717,4.005309237
9.435082728,89.02078608,4.21666723
8.210173999,67.40695709,3.574378564
8.328024683,69.35599512,3.605412798
8.680379031,75.34898013,3.541454429
8.442572262,71.27702641,3.661623409
9.391705913,88.20413996,4.224040739
9.454578106,89.38904716,4.339580617
9.048903821,81.88266036,4.134559577
9.086309991,82.56102925,4.147057671
9.344079705,87.31182553,4.28622062
9.378555963,87.95731194,4.220800837
9.03605771,81.65033894,3.995020606
9.445551275,89.21843889,4.322777315
9.37397252,87.87136081,4.300834519
9.624293443,92.62702428,4.263849022
8.813232613,77.67306909,3.837967018
8.061554255,64.98865701,3.621902961
